Name,Category,TVL,1d Change,7d Change,1m Change,Mcap/TVL,Fees 24h,Revenue 24h,Holders Revenue 24h,Incentives 24h,Fees 7d,Revenue 7d,Holders Revenue 7d,Incentives 7d,Fees 30d,Revenue 30d,Holders Revenue 30d,Incentives 30d,Fees 1Y,Monthly Avg 1Y Fees,Revenue 1Y,Holders Revenue 1Y,Monthly Avg 1Y Rev,Monthly Avg 1Y Holders Revenue,Incentives 1Y,Monthly Avg 1Y Incentives,Cumulative Fees,Cumulative Revenue,Cumulative Holders Revenue,Cumulative Incentives,P/F,P/S,Earnings 24h,Earnings 7d,Earnings 30d,Earnings 1Y,Monthly Avg 1Y Earnings,Cumulative Earnings,Spot Volume 24h,Spot Volume 7d,Spot Change 7d,Spot Cumulative Volume
"""Meteora""",,497837937.09431946,,,,0.23,1149297,102163,0,,10259053,1024562,0,,98329426,12851170,0,,1160310176,108861916.87851708,60811368,12684595,7417668.1616672035,1354803.7607017546,,,1365990581,60886897,12684595,,0.1,0.76,102163,1024562,12851170,60811368,7417668.1616672035,60886897,378699010,2522592973,505.97,299217661814
"""Quickswap""",,485303406.96767575,,,,0.01,13768,684,547,0,865820,133633,106904,0,2371513,357405,285920,0,33206597,2803957.2391812317,5222894,4093591,435575.05030136986,341394.27408219175,0,0,212027569,33011637,26308511,0,0.26,1.69,684,133633,357405,5222894,435575.05030136986,33011637,16473954,326778687,24.700000000000006,99745119771
"""Yearn""",,480643092.89796865,-1.8820608395104206,-9.0825668984634,-13.839614133264405,0.2,17955,877,0,0,190849,17326,0,0,782918,55348,0,0,18176357,1515858.3755616439,1616332,0,134797.6604931507,0,0,0,144682963,18845266,0,0,10.65,150.67,877,17326,55348,1616332,134797.6604931507,18845266,,,,
"""SUN""",,477426912.7397883,0.5832739065209761,-2.1684545689069816,-2.525101085258953,0.74,51344,2302,,0,197260,5953,,0,736598,39763,,0,21248190,1772040.8317808218,699330,,58322.20602739726,,0,0,53656968,6329215,,0,40.23,745.34,2302,5953,39763,699330,58322.20602739726,6329215,90945697,466368139,55.94,143500727757
"""Renzo""",Liquid Restaking,472312235.38428664,-3.152879243717234,-27.454045532002475,-28.59790918950752,0.03,2219,306,86,0,187343,20385,10460,0,1375487,141829,71123,0,28109196,2344229.9349041097,2320155,1670002,193494.5704109589,282415.8937777778,0,,44666510,3667227,1670002,0,0.99,9.64,306,20385,141829,2320155,193494.5704109589,3667227,,,,
"""Hyperliquid""",,439269620.75488913,-1.6262325482814401,9.18696982607406,-6.940311580218829,17.99,3732020,3385716,3385716,694560.8129650059,26426378,23983691,23983691,2403803.359941027,78261819,70455493,70455493,8517617.768136248,989208861,82990445.67815101,896296827,896296827,75160538.33024794,75160538.33024794,128905077.16071959,10750330.270609053,1056093506,959326766,959326766,144550937.87563878,8.42,9.35,2691155.1870349944,21579887.640058972,61937875.23186375,767391749.8392804,64410208.05963889,814775828.1243613,345233535,1925484687,115.96,135318344841
"""Fira""",Lending,418914014.4871925,-0.008722991800714956,1698.598775430633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Polymarket""",Prediction Market,406532029.72711957,8.148866444755248,9.906845376849907,42.52405990590648,,142767,97710,,,763992,501101,,,2859258,1728605,,,2859258,239109.37780219782,1728605,,144556.9675824176,,,,3064236,1826315,,,,,97710,501101,1728605,1728605,144556.9675824176,1826315,129535530,828128093,4.13,18777983920
"""Tydro""",Lending,404639451.21114445,2.204299017241103,-14.57401140055658,-7.465626200968566,,23993,2782,,,190235,21777,,,681902,80421,,,1591354,432507.28357142856,182289,,49543.54607142857,,,,1615347,185071,,,,,2782,21777,80421,182289,49543.54607142857,185071,,,,
"""Aster""",,401469840.8766222,-0.29789425202053454,-11.106671239086035,-10.42082537239396,3.46,876516,,0,,7463255,,4067559,,28490568,,11949835,,405051101,33780152.094356164,,11949835,,0,,,422873706,,11949835,,4.07,,,,,,,,97085001,737658876,64.77,22082737746
"""Symbiotic""",Restaking,399721823.78085,-2.9676508931170913,-24.834135190953226,-30.01687374225504,,18,0,,,5776,0,,,33416,0,,,1385037,115508.2911780822,0,,,,,,1385055,0,,,,,,,,,,,,,,
"""Defi Saver""",CDP Manager,399667791.45730364,,,,,18172,18172,,,913315,913315,,,1093698,1093698,,,4812038,401310.7855342466,4812038,,401310.7855342466,,,,18811624,18811624,,,,,18172,913315,1093698,4812038,401310.7855342466,18811624,,,,
"""Lightning Network""",Payments,399438261.5484587,-3.9198732710580253,-15.602718027471276,-18.140710758889316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bedrock""",,398014560.932606,-2.625427407145371,-15.289075271989708,-19.055064271218207,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Threshold Network""",,380730590.04340976,-19.629075820836245,-28.820731970659608,-31.432191917357233,0.23,40,40,0,,10287,10287,0,,69877,69874,0,,1717473,143232.54279452056,1714222,0,143323.1307519026,0,,,2562661,2552614,0,,106.94,106.94,40,10287,69874,1714222,143323.1307519026,2552614,,,,
"""Stader""",Liquid Staking,368485566.47301567,-4.61594110475672,-25.879692396550265,-33.58594485065054,0.03,40458,2174,1087,0,167237,8486,4241,0,918322,47092,23547,0,11545467,962860.3163835617,594119,297059,49547.89687671233,24773.90673972603,0,,12907618,662926,331419,0,1.11,21.59,2174,8486,47092,594119,49547.89687671233,662926,,,,
"""HyperLend""",Lending,363742416.46031636,-0.2163870654336395,4.205655527831184,21.510710679224285,,79,13,,,138187,21444,,,434172,66965,,,7526429,725831.6631492464,1327244,,127955.26317672626,,,,7526508,1327257,,,,,13,21444,66965,1327244,127955.26317672626,1327257,,,,
"""Aerodrome""",,363658667.19679755,-5.4143695797202485,-21.596225434917073,-26.0707808326189,0.94,328847,328847,328847,0,2226444,2226444,2226444,1785531.5929379743,7383825,7383825,7383825,8116892.788015329,149142617,12465590.384171009,145077889,144894583,12355008.921505729,12388023.289871,218301953.65189704,18458642.969899297,301023339,296958611,296775305,795989401.0628433,3.88,3.88,328847,440912.40706202574,-733067.7880153293,-73224064.65189704,-6103634.048393568,-499030790.0628433,598421652,3427522345,63.98,334376250846
"""BounceBit CeDeFi Yield""",Basis Trading,359586536.49883044,-3.2921968414043365,-13.803532677789784,-15.96035678537287,,13254,3976,,,100882,30265,,,449593,134881,,,10601916,884170.7480547945,3180597,,265253.07583561644,,,,16721958,5016614,,,,,3976,30265,134881,3180597,265253.07583561644,5016614,,,,
"""CIAN Protocol""",,353119275.2632249,-1.4581424733988142,-7.684734986579084,-34.86435676711454,,0,0,,,13687,1095,,,19719,1578,,,1791223,149383.09073972603,143295,,11950.410410958904,,,,2263805,181104,,,,,,1095,1578,143295,11950.410410958904,181104,,,,
"""BitFi""",,342175630.6909465,-3.6980570713959278,-15.14696581026868,-17.710771418772534,,18,18,,,65,65,,,245,245,,,2924948,243932.64964383564,2924948,,243932.64964383564,,,,2924966,2924966,,,,,18,65,245,2924948,243932.64964383564,2924966,,,,
"""Upshift""",Onchain Capital Allocator,335492539.6940738,-0.010730178627546287,-13.653180494921143,-25.561732843160375,,33922,6969,,,251060,52837,,,1001370,240831,,,19621057,1636342.3974794522,4528481,,377662.90860273974,,,,23158524,6228999,,,,,6969,52837,240831,4528481,377662.90860273974,6228999,,,,
"""GMX""",,323761159.11665297,-1.8138869043637127,-12.253814262928058,-19.205157700959575,0.2,139727,51699,37726,,1343067,496935,362629,,4365016,1615057,1178555,,57425992,4789170.401315069,21247614,15505020,1771992.7949589042,1293076.1884931508,,,160850603,59514702,43429660,,1.25,3.39,51699,496935,1615057,21247614,1771992.7949589042,59514702,2341,440566,-77.82,7567784177
"""cap""",Lending,318301248.33443993,0.13136479881241261,-34.20730190713342,-15.657930310905291,,32177,0,,,284109,0,,,1110045,0,,,4182684,606290.0045714285,0,,,,,,4214861,0,,,,,,,,,,,,,,
"""Coinbase Wrapped Staked ETH""",Liquid Staking,315666022.8409646,-5.694746599480969,-26.938848728130715,-22.37350209818864,,90681,9068,,,724712,72471,,,3190458,319046,,,39685526,3309664.1409315066,3968557,,330966.7810410959,,,,44883812,4488392,,,,,9068,72471,319046,3968557,330966.7810410959,4488392,,,,
"""K3 Capital""",Risk Curators,303837284.372996,-1.7922760163746752,-12.210400002190157,3.2189028197959013,,17167,1717,,,134616,13465,,,620780,62081,,,6323793,527387.010739726,632404,,52740.76098630137,,,,6340960,634121,,,,,1717,13465,62081,632404,52740.76098630137,634121,,,,
"""Solstice USX""",Basis Trading,302392493.60217524,-0.008131184321656345,1.5694150110578144,-0.6065759571074785,,11172,0,,,85708,0,,,363797,0,,,1626606,409205.6747107438,0,,,,,,1626606,0,,,,,,,,,,,,,,
"""Frax Finance""",,288202204.30986315,-3.1421521912854646,-29.57489690798501,-37.61041611792722,0.27,7926,954,648,0,177225,18803,5893,0,774495,96149,42780,0,12439599,1037428.4755068494,1980664,267932,165181.9511232877,45310.27822222222,0,0,61306431,9468352,267932,0,8.61,69.34,954,18803,96149,1980664,165181.9511232877,9468352,1553849,13323557,1.42,3546352501
"""Orca""",,278507731.5840341,-2.152117858607051,-10.780830322111003,-29.175572629225194,0.19,239531,28783,5757,0,1670284,200738,40147,0,6092471,731954,146331,0,123838165,10356136.655494506,14866438,1662939,1243226.2986813188,234351.21833333335,0,0,199384567,22587362,1668696,0,0.73,6.07,28783,200738,731954,14866438,1243226.2986813188,22587362,467562461,3014651088,1307.1299999999999,444987500152
"""Buzz Farming""",Farm,278245765.65324295,-3.8683054671586223,-15.164061767309548,-17.572971571058904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Benqi""",,277411558.142673,-2.281852182220968,-42.225271389775884,-52.494855355255744,0.06,42747,4914,0,0,356306,40471,0,0,1914374,215653,0,0,23744943,1980263.191561644,2899156,1060434,241781.66750684934,88437.29030136987,0,0,64797580,7671918,2679823,0,0.8,7.09,4914,40471,215653,2899156,241781.66750684934,7671918,,,,
"""Midas RWA""",RWA,274643394.85776025,0,0,2.1702558987905136e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Beefy""",Yield Aggregator,272283074.31831884,0.6797154326313121,4.520673942360196,25.614208913332636,0.03,3647,3454,1241,,33162,31384,11294,,131453,124387,44774,,2741451,228629.50257534246,2594249,933939,216353.25906849318,77887.95386301371,,,7566665,7160429,2577789,,6.76,7.15,3454,31384,124387,2594249,216353.25906849318,7160429,,,,
"""Liquity""",CDP,265399562.5164037,-4.243245581350805,-25.084293886456795,-29.919579728204205,0.11,16070,3591,603,,38872,9150,1118,,165767,48162,13640,,3043538,254114.76617943702,694835,314260,58019.3365045913,26280.424175824177,,,86649890,35713986,35310711,,15.56,53.57,3591,9150,48162,694835,58019.3365045913,35713986,,,,
"""MEV Capital""",Risk Curators,253126712.5249994,0.35823360655062475,-0.311409265581219,1.1215675894907924,,4929,396,,,40031,3224,,,623658,79240,,,24300001,2026553.5080547945,2312153,,192827.2255342466,,,,34659561,3177714,,,,,396,3224,79240,2312153,192827.2255342466,3177714,,,,
"""b14g""",Restaking,246810507.91603917,-3.8654570533377965,-15.146747483272335,-17.690856003540887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NAVI Protocol""",,242506766.0705196,-1.3649793590106312,-18.671926651704332,-26.433089502500508,0.03,37595,11569,0,0,339670,100571,0,0,1711394,492709,0,0,19808118,1793074.9181207332,5493365,0,523940.77570541564,0,0,0,29254558,8682926,0,0,0.36,1.26,11569,100571,492709,5493365,523940.77570541564,8682926,,,,
"""Multipli.fi""",Yield,235290070.49405283,-0.11978393248378366,26.072691224482515,271.1434901802689,,7949,0,,,47671,0,,,228480,0,,,1384207,244972.44813953488,0,,,,,,1384207,0,,,,,,,,,,,,,,
"""GTBTC""",Restaked BTC,226912073.32117197,-4.075609801988213,-15.32907275640653,-17.691666002885803,,2457,0,,,18331,0,,,84527,0,,,549939,90487.26032432434,0,,,,,,552396,0,,,,,,,,,,,,,,
"""Mellow Protocol""",,225012819.56395635,-5.314413702544281,-53.202137049201696,,,11958,3760,,,128449,26275,,,576849,108604,,,1880331,158114.0211049724,251420,,21141.50497237569,,,,1892289,255180,,,,,3760,26275,108604,251420,21141.50497237569,255180,,,,
"""Extended""",Derivatives,218209431.80772066,0.632018345693524,4.622777249111539,54.58993412452674,,337552,,,,1946380,,,,6123462,,,,16886313,3005961.214736842,,,,,,,16886313,,,,,,,,,,,,,,,
"""Hastra""",RWA,213547369.83609062,0.014173416266346396,0.8474056641280296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Balancer""",Dexs,210167736.4988592,-0.5480206767519341,-23.547013178317325,-19.142744875961768,0.06,24183,8844,6245,0,210693,83370,55184,0,534933,178683,123376,0,18459008,1539430.6945753423,7871362,3969695,725809.1402205038,350594.3892527473,0,0,320408619,48390413,27799941,0,2.17,6.51,8844,83370,178683,7871362,725809.1402205038,48390413,77159406,637324928,574.8199999999999,122636617711
"""Vault Bridge""",Risk Curators,202939753.78917927,2.2141138544700807,-14.261744747154964,-10.58648610138934,,9514,476,,,79544,3978,,,311921,15595,,,3249511,381911.6403088803,160131,,18820.0294980695,,,,3259025,160607,,,,,476,3978,15595,160131,18820.0294980695,160607,,,,
"""PinkSale""",Launchpad,202789571.3094694,-1.6528543832614013,-11.036838289870598,-15.642902725533867,0.13,1943,1943,0,0,32063,32063,0,0,106679,106679,0,0,2693190,224604.6673972603,2693190,0,224604.6673972603,,0,,5253990,5253990,0,0,21.84,21.84,1943,32063,106679,2693190,224604.6673972603,5253990,,,,
"""GAIB""",RWA,201946254.09205258,-0.01412397765740273,0.002791502937937647,-0.04664257191202651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Treehouse Protocol""",DOR,198141126.78361502,-4.758765631612418,-26.470419901159314,-25.598064975200685,0.05,698,180,0,,30889,22105,0,,200038,137755,0,,2467525,205784.82465753425,1092360,0,91099.83123287672,,,,2768738,1140477,0,,4.53,6.58,180,22105,137755,1092360,91099.83123287672,1140477,,,,
"""Zircuit Staking""",Farm,197441122.58891326,-3.36017378314456,-31.008074480764876,-36.281660219476294,,12030,0,,,101051,0,,,497250,0,,,7940615,662225.5358904109,0,,,,,,8502420,0,,,,,,,,,,,,,,
"""Dolomite""",Lending,195258608.25095052,-3.4651354027356307,-16.139629207432492,71.98918050920948,0.08,34378,6781,,,249483,49512,,,570826,113848,,,8889299,743379.8394505496,1847771,,154522.38802197803,,,,9440427,1932063,,,2.51,12.59,6781,49512,113848,1847771,154522.38802197803,1932063,,,,
"""Pump""",,195245045.12989718,-2.6513775853467463,-17.359686706209015,-14.27825596301564,,3140375,1460982,1304715,0,28813890,12753594,13454547,0,107478434,47100422,45758736,0,905572716,75522283.49326026,534639059,274553610,45428330.96509826,38336751.78165138,0,0,1372242627,1001308970,274553610,0,,,1460982,12753594,47100422,534639059,45428330.96509826,1001308970,741214023,4885868777,-39.53,160266747665
"""Suilend Protocol""",,191551915.5445165,-1.8999864383502374,-45.93931794136197,-54.05089352289216,0.04,20237,4292,0,0,467582,211150,0,0,1321971,444096,0,0,30667783,2564636.308425087,9812775,0,819764.0121612613,0,0,0,42610409,14787915,0,0,0.53,1.58,4292,211150,444096,9812775,819764.0121612613,14787915,37716,139927,132.64,1934792688
"""dYdX""",Derivatives,189876458.08532274,-0.2507594174732974,-1.8917455975241364,-4.090400724344128,0.56,32190,32190,32190,,124836,124836,124836,,353805,353805,353805,,14232566,1186957.0110684934,14232566,14232566,1186957.0110684934,1186957.0110684934,,,62158015,62158015,62158015,,25.45,25.45,32190,124836,353805,14232566,1186957.0110684934,62158015,,,,
"""Yield Basis""",Leveraged Farming,185639960.56331122,-5.760000200869724,-19.67547565838238,-12.35655922630661,0.07,214004,53987,65231,76099.3498592664,2517019,407303,407303,342153.317298587,2979974,534459,534459,2279670.409681855,23925548,5559493.749007634,2431230,2431230,564936.1923664123,564936.1923664123,14833508.599864135,3179802.8294356638,24139552,2485217,2496461,14833508.599864135,0.39,2.18,-22112.349859266396,65149.682701412996,-1745211.4096818548,-12402278.599864135,-2614866.6370692514,-12348291.599864135,5450431,34208419,0.24,397837252
"""Mantle Restaking""",Liquid Restaking,183200222.94464165,-2.123144542948084,-23.91004930857415,-37.57584688304278,,14175,753,,,117906,31655,,,517455,111499,,,18423121,1536437.8170958906,2764960,,230590.0887671233,,,,24786999,4118839,,,,,753,31655,111499,2764960,230590.0887671233,4118839,,,,
"""Hyperithm""",Risk Curators,174807050.2648898,20.758793473398885,1.407263870040651,31.78919415460686,,9280,561,,,76369,4518,,,223664,15062,,,3931375,327865.90410958906,384181,,32039.642849315067,,,,3940655,384742,,,,,561,4518,15062,384181,32039.642849315067,384742,,,,
"""infiniFi""",Yield,173750051.24585757,-1.097591204552698,-2.2794435515597735,-4.946216544719885,,27252,2725,,,188232,18824,,,889494,90567,,,5307165,673125.4275,540479,,68550.75316666668,,,,5334417,543204,,,,,2725,18824,90567,540479,68550.75316666668,543204,,,,
"""EtherFi Cash""",,173735314.69089296,-1.429450871603088,-54.593943396677766,-42.67446884292735,,81666,27455,0,,551200,183044,0,,2339920,787228,0,,12284437,1367932.3364460114,3541288,0,389471.1027695407,0,,,12364158,3566785,0,,,,27455,183044,787228,3541288,389471.1027695407,3566785,,,,
"""UNCX Network""",Token Locker,172117055.84183887,-2.6970926412259777,-21.430980075415874,-27.76842935173274,0.01,0,0,0,,0,0,0,,0,0,0,,269131,22444.78805479452,269131,0,22444.78805479452,0,,,14287767,14287767,0,,,,,,,269131,22444.78805479452,14287767,,,,
"""UltraYield by Edge""",Risk Curators,171974659.32493898,2.9561091713362733,-11.287990028294812,-8.887825237959406,,0,0,,,5,0,,,21,0,,,220792,18413.447890410956,22074,,1840.9111232876712,,,,220792,22074,,,,,,,,22074,1840.9111232876712,22074,,,,
"""Felix""",,169839863.1120449,-1.818368624452071,-1.0403247548093228,-7.2692486277872765,,30904,10053,,,224977,73398,,,774331,232184,,,13600697,1332257.473447146,755624,,149075.33322780314,,,,13613409,756554,,,,,10053,73398,232184,755624,149075.33322780314,756554,,,,
"""Bybit Staked SOL""",Liquid Staking,168440419.03488994,-3.5606166546892295,-26.329206016416784,-30.179678451960847,,0,4202,,,185823,10341,,,1086035,47901,,,17584423,1466492.7016986301,1581036,,131854.07079452055,,,,21000690,2001377,,,,,4202,10341,47901,1581036,131854.07079452055,2001377,,,,
"""xStocks""",RWA,165045689.19024462,1.1894700322097196,2.9066308493683795,15.214476463052462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Valantis""",,165039379.22425604,0.33843105971913956,-0.5242744167007792,39.3493926223349,,685,137,,,15508,3100,,,27749,5550,,,31051,31506.414666666667,6210,,6301.08,,,,31736,6347,,,,,137,3100,5550,6210,6301.08,6347,2346625,9058031,11.72,489809998
"""Sushi""",,160791610.2368296,,,,0.4,24463,1606,1606,0,202761,13521,13521,0,574475,41236,41236,0,33911425,2963060.5756218405,6754436,4487042,698242.0957314298,374207.0095342466,0,0,793839067,132227687,130043689,0,9.35,130.22,1606,13521,41236,6754436,698242.0957314298,132227687,40241347,241765940,606.96,269187680050
"""Swell""",,157407999.68692872,-3.035447966558235,-25.609715707423224,-29.996380700268222,0.03,0,0,0,0,72218,3611,0,0,299094,14956,0,0,6548127,546095.8517260274,327410,0,27305.09698630137,0,0,0,28358901,1417947,0,0,1.63,32.56,,3611,14956,327410,27305.09698630137,1417947,,,,
"""RealT""",,157007652.5030704,,,-1.0941689396145475,0.03,13353,1335,0,,64081,6409,0,,254578,25460,0,,1517073,126519.73183561646,151807,0,12660.28789041096,0,,,1872872,187427,0,,1.7,17,1335,6409,25460,151807,12660.28789041096,187427,,,,
"""VVS Finance""",Dexs,155512486.14719477,-0.8932524122865267,-9.252626661526172,-20.059148024068154,0.45,15331,5110,4236,0,64503,21501,17202,0,165524,55174,44141,0,4971947,414646.75802739727,1657309,1325850,138215.03002739727,110572.25753424659,0,0,17283332,5761102,4605097,0,35.25,105.74,5110,21501,55174,1657309,138215.03002739727,5761102,5311726,25896649,193.57,13702575043
"""Aera""",Onchain Capital Allocator,151675852.13361084,3.3025764841347014,8.950548715032713,8.089651412685,,30546,5514,,,242098,44044,,,509608,83023,,,2249114,351309.68517581397,423395,,51552.5752,,,,2279660,428909,,,,,5514,44044,83023,423395,51552.5752,428909,,,,
"""Pareto Credit""",RWA Lending,151387410.64751896,-0.013709098461773175,13.0264450790929,16.77195389531035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Echo Protocol""",,149688882.60480767,-1.4625450303650038,-13.519830798521498,-19.964747461399142,,741,109,,,4036,577,,,20092,2882,,,722521,109900.09411379858,76146,,11746.235660190325,,,,723262,76255,,,,,109,577,2882,76146,11746.235660190325,76255,,,,
"""DigiFT""",RWA,148639679.68635756,50.493464386915896,61.30674424741229,9.218823567023309,,0,0,,,0,0,,,0,0,,,369,30.77358904109589,369,,30.77358904109589,,,,369,369,,,,,,,,369,30.77358904109589,369,,,,
"""Stargate Finance""",Cross Chain Bridge,143377826.6693481,-3.9827424134787086,-14.785120052761663,-23.771661838911527,0.39,5915,94,,,26337,180,,,-121893,1250,,,748903,62456.458410958905,136915,,11418.33589041096,,,,34585819,32656453,,,-38.71,3774.53,94,180,1250,136915,11418.33589041096,32656453,,,,
"""Telos Consilium""",Risk Curators,141794421.34632826,-0.45556089372894953,-2.039213471290039,-3.9700880821629663,,130,16,,,16903,1776,,,81857,8584,,,2218523,527592.5009375,266973,,63489.5165625,,,,2218653,266989,,,,,16,1776,8584,266973,63489.5165625,266989,,,,
"""Solv Protocol""",,140566306.2826332,-3.9784894371736303,-74.17560499800166,-77.55587956389782,0.08,4517,2300,0,,36575,36276,0,,1723387,835782,0,,31428217,2621027.193095891,13342169,0,1112700.340712329,0,,,39745028,15047177,0,,0.55,1.14,2300,36276,835782,13342169,1112700.340712329,15047177,,,,
"""River""",,140291403.48753184,-3.090266532754832,-11.808776289498693,22.59153187415307,1.73,0,0,0,,54,28,28,,16144,16088,16088,,607251,51346.445666666674,605507,605507,51198.98077777778,51198.98077777778,,,607251,605507,605507,,1254.66,1259.03,,28,16088,605507,51198.98077777778,605507,,,,
"""Stake DAO""",Yield,139171305.87155282,-1.2528678031424954,-17.335798879913106,-34.573168535302926,0.08,14,14,7,,20031,20031,9422,,107673,100640,49809,,1569126,130860.80942465755,1321399,575048,110201.05632876714,47957.427726027396,,,2335347,1822121,733584,,9.48,10.14,14,20031,100640,1321399,110201.05632876714,1822121,,,,
"""Mantle Index Four Fund""",Indexes,138899600.89269263,-10.067687774896752,-15.354395667813684,-15.953749802547456,,3813,3813,,,30590,30590,,,138763,138763,,,483218,145635.20712871288,483218,,145635.20712871288,,,,487031,487031,,,,,3813,30590,138763,483218,145635.20712871288,487031,,,,
"""Avant Protocol""",,137575216.53946394,1.8084833721130493,-0.06351252224400925,13.270977671800743,,25024,2916,,,200262,28167,,,998337,127303,,,9914826,857090.1670870885,1196512,,103684.94909273679,,,,9948786,1200421,,,,,2916,28167,127303,1196512,103684.94909273679,1200421,,,,
"""Theo""",,134729029.81256968,-0.010548463990570545,-0.12443099462620545,7.830419247126345,,14306,0,,,62177,0,,,372426,0,,,53376,157355.101139445,0,,0,,,,282304,0,,,,,,,,,,,,,,
"""Aura""",Yield,134641062.5067564,0.6987419440967642,-12.312437341341544,2.191514125755656,0.01,786,197,41,0,17802,4450,713,0,81164,20291,3247,0,2700690,225230.14684931506,675173,108025,56307.5784109589,9008.98904109589,0,,36182977,9045747,1447333,0,1.92,7.68,197,4450,20291,675173,56307.5784109589,9045747,,,,
"""Strata""",,130655464.22767429,-0.19844020345470165,-3.265153461476087,-42.96206506156598,,236,0,,,4332,0,,,45186,0,,,52083,13211.721,0,,0,,,,52319,0,,,,,,,,,,,,,,
"""RAAC""",RWA,130141509.0220914,5.607143103728586,-4.526827329870157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""The Vault""",,125729590.9253789,-5.067398366346377,-38.581151723134205,-41.37671073904241,,0,0,,,157876,35077,,,927569,59185,,,15772844,1315411.9763287674,912197,,76074.73063013698,,,,18841943,1176201,,,,,,35077,59185,912197,76074.73063013698,1176201,,,,
"""Lagoon""",Onchain Capital Allocator,125025145.29545814,-2.037107197218542,-12.749837472960584,-18.829965099873228,,14055,351,,,28845,1220,,,147974,5963,,,2270836,189381.50093150683,26339,,2196.600438356165,,,,2478151,26339,,,,,351,1220,5963,26339,2196.600438356165,26339,,,,
"""Re""",RWA,124685819.25957209,-0.021433166628432365,1.5906437722423692,2.15924731049508,,24031,0,,,188983,15562,,,770111,15936,,,2066365,250598.20956175297,45194,,5480.8978486055785,,,,2090396,45194,,,,,,15562,15936,45194,5480.8978486055785,45194,,,,
"""Tectonic""",Lending,124657720.5430721,-0.5107969936266568,-3.8626573824252173,-6.180511089893404,0.03,10156,1037,519,0,73094,7432,3716,0,290558,29453,14726,0,1978173,164974.2085479452,200323,100157,16706.389369863013,8352.819397260275,0,,2043826,206939,103467,0,1.23,12.11,1037,7432,29453,200323,16706.389369863013,206939,,,,
"""Usual""",RWA,124445755.16440725,-0.3990959840325922,-5.6669826232483045,-17.29364150622022,0.24,73175,71260,59278,0,136402,119415,18662,0,2332760,2020375,93671,0,49105950,4095301.6931506847,4510248,7472732,1125343.8452459017,623205.3755616439,0,,60433763,4581508,7532010,0,1.07,1.24,71260,119415,2020375,4510248,1125343.8452459017,4581508,,,,
"""Reserve Protocol""",Indexes,123737827.84021598,-2.0860536321795466,-19.393303734524192,-25.833768916665274,0.94,4271,2071,2194,,33094,14467,14467,,349602,73167,73167,,7997354,666957.413041096,1324164,1295057,110431.64975342466,111046.57769014084,,,12643314,3491010,1931695,,27.87,133.17,2071,14467,73167,1324164,110431.64975342466,3491010,,,,
"""JPool""",Liquid Staking,122733077.94825369,-6.111642339004594,-22.116378948443998,-26.54291113907546,,0,11,,,135085,1001,,,769430,28778,,,12509650,1043270.5369863014,1133170,,94503.27342465753,,,,14619494,1281706,,,,,11,1001,28778,1133170,94503.27342465753,1281706,,,,
"""OPINION""",Prediction Market,120784325.26061103,-3.331841372938229,-16.303799968961126,6.98407205136708,,108443,108443,,,1073394,1073394,,,5496061,5496061,,,14300245,4226208.32815534,14300245,,4226208.32815534,,,,14408688,14408688,,,,,108443,1073394,5496061,14300245,4226208.32815534,14408688,58401880,654122930,-7.3,8712380713
"""PulseX""",Dexs,120293030.85381816,,,,,13894,9358,8165,,109578,74387,63682,,481002,301730,258303,,21840280,1821419.5156164384,13828096,11838215,1153225.3212054796,987274.6975342465,,,38075377,27453774,23503319,,0,0,9358,74387,301730,13828096,1153225.3212054796,27453774,5569630,40980525,-33.230000000000004,19210179310
"""Bluefin""",,117530414.47489724,-2.3321955158466006,-13.695800613741305,-22.815030829260756,0.07,39441,16969,0,0,296337,143490,0,0,1517747,611952,0,0,28274536,2747840.225019129,8523143,0,975223.4540128347,0,0,0,33536231,9584561,0,0,0.51,1.27,16969,143490,611952,8523143,975223.4540128347,9584561,48584966,282876845,-25.7,33210704678
"""Phantom SOL""",Liquid Staking,116240137.25229406,-4.515570655764875,-21.300155368498466,-21.83809678546825,,0,2216,,,117418,5873,,,689684,17990,,,4587567,446151.88332268375,203009,,19743.111693290735,,,,4587567,203009,,,,,2216,5873,17990,203009,19743.111693290735,203009,,,,
"""Seamless Protocol""",,115870606.22688474,-9.420723696868565,-30.01169962576541,-7.145674450099872,0.05,2570,385,0,,20770,3108,0,,114573,17173,0,,2901893,242041.1833640384,414723,0,34618.019528421966,0,,,4097623,513012,0,,4.35,29.01,385,3108,17173,414723,34618.019528421966,513012,,,,
